Provincia;Partido;Localidad;Poblacion;ADSL;CABLEMODEM;DIALUP;FIBRAOPTICA;SATELITAL;WIRELESS;TELEFONIAFIJA;3G;4G;link;Latitud;Longitud
SAN LUIS;Belgrano;Suyuque Nuevo;0;--;--;--;--;--;--;--;--;--;74014010.0;-33,1293440341281;-66,2867981527892
SAN LUIS;Belgrano;Toro Negro;0;--;--;--;--;--;--;--;--;--;74014010.0;-32,729764247677;-66,3363734621401
SAN LUIS;Coronel Pringles;Balde De La Isla;0;--;--;--;--;--;--;--;--;--;74021030.0;-33,1207484881024;-65,9668439489068
SAN LUIS;Coronel Pringles;Cerros Largos;0;--;--;--;--;--;--;--;--;--;74021030.0;-32,78265068;-65,95597155
SAN LUIS;Coronel Pringles;Cienaga De Intihuasi;0;--;--;--;--;--;--;--;--;--;74021030.0;-32,92912318;-65,94001107
SAN LUIS;Coronel Pringles;El Arenal;0;--;--;--;--;--;--;--;--;--;74021030.0;-32,7000331013064;-66,0130171058256
SAN LUIS;Coronel Pringles;El Baldecito;0;--;--;--;--;--;--;--;--;--;74021030.0;-32,8833401170964;-65,8658654920024
SAN LUIS;Coronel Pringles;El Durazno;0;--;--;--;--;--;SI;--;SI;--;74021060.0;-33,1933000679405;-66,1568981530519
SAN LUIS;Coronel Pringles;Eleodoro Lobos;0;--;--;--;--;--;--;--;SI;SI;74021010.0;-33,39105095;-66,01520981
SAN LUIS;Coronel Pringles;Intihuasi;0;--;--;--;--;--;--;--;--;--;74021030.0;-32,8258700904104;-65,9697369177069
SAN LUIS;Coronel Pringles;La Petra;0;--;--;--;--;--;--;--;--;--;74021010.0;-33,2506814309201;-65,9968368448597
SAN LUIS;Coronel Pringles;La Totora;0;--;--;--;--;--;--;--;SI;SI;74021010.0;-33,1502423833397;-65,7245723822157
SAN LUIS;Coronel Pringles;Las Barranquitas;0;--;--;--;--;--;--;--;SI;--;74021030.0;-33,16844847;-66,06146551
SAN LUIS;Coronel Pringles;Las Pircas;0;--;--;--;--;--;--;--;--;--;74021030.0;-33,0768050699044;-66,1099086074017
SAN LUIS;Coronel Pringles;Loma Alta;0;--;--;--;--;--;--;--;--;--;74021030.0;-32,9616958338113;-65,9538726828963
SAN LUIS;Coronel Pringles;Marmol Verde;0;--;--;--;--;--;--;--;--;--;74021030.0;-32,944380406095;-65,8792040325979
SAN LUIS;Coronel Pringles;Pampa Del Tamboreo;0;--;--;--;--;--;--;--;--;--;74021030.0;-33,0601810256268;-65,9849396635213
SAN LUIS;Coronel Pringles;Paso Del Rey;0;--;--;--;--;--;--;--;--;--;74021030.0;-32,944943420996;-66,0040313669643
SAN LUIS;Coronel Pringles;Valle De Pancanta;0;--;--;--;--;--;--;--;--;--;74021030.0;-32,89747705;-66,11113332
SAN LUIS;General Pedernera;5Ta Brigada;0;--;--;--;--;--;--;--;--;--;74035055.0;-33,7239942428561;-65,3810379035533
SAN LUIS;General Pedernera;Caldenadas;0;--;--;--;--;--;--;--;--;--;74035040.0;-33,7828408;-65,72200942
SAN LUIS;General Pedernera;Colonia Don Antonio;0;--;--;--;--;--;--;--;--;--;74035055.0;-33,3245101084583;-65,2023655210938
SAN LUIS;General Pedernera;Coronel Alzogaray;0;--;--;--;--;--;--;--;--;--;74035055.0;-33,4478977099803;-65,5540435925998
SAN LUIS;General Pedernera;Country Club Los Caldenes;0;--;--;--;--;--;--;--;--;--;74035055.0;-33,7036125779234;-65,3290340917624
SAN LUIS;General Pedernera;Dique Vulpiani;0;--;--;--;--;--;--;--;SI;SI;74035055.0;-33,6615469909619;-65,5357268932931
SAN LUIS;General Pedernera;La Angelina;0;--;--;--;--;--;SI;--;--;--;74035040.0;-34,36107586;-65,32806491
SAN LUIS;General Pedernera;La Esquina;0;--;--;--;--;--;--;--;SI;SI;74035055.0;-33,1414847646299;-65,3746164457243
SAN LUIS;General Pedernera;La Ribera;0;--;--;--;--;--;--;--;SI;SI;74035055.0;-33,6918122338202;-65,5007310600543
SAN LUIS;General Pedernera;Las Isletas;0;--;--;--;--;--;--;--;--;--;74035055.0;-33,80238388;-65,55150692
SAN LUIS;General Pedernera;Liborio Luna;0;--;--;--;--;--;--;--;SI;SI;74035055.0;-33,58674752;-65,63569492
SAN LUIS;General Pedernera;Rio Quinto;0;--;--;--;--;--;--;--;--;--;74035055.0;-33,8502052260623;-65,2765475153146
SAN LUIS;La Capital;Boca Del Tigre;0;--;--;--;--;SI;--;--;--;--;74056070.0;-33,3687779642577;-66,4074181299698
SAN LUIS;La Capital;Cerro Colorado;0;--;--;--;--;--;--;--;--;--;74056070.0;-33,2550955344668;-66,2286548309473
SAN LUIS;La Capital;Charlone;0;--;--;--;--;--;--;--;--;--;74056070.0;-33,8339098468774;-66,3197491639323
SAN LUIS;La Capital;CRUZ DE PIEDRA;0;--;--;--;--;--;--;--;--;--;74056070.0;-33,266266753132;-66,2171495179704
SAN LUIS;La Capital;Daniel Donovan;0;--;--;--;--;--;--;--;--;--;74056070.0;-33,3420464320009;-66,228894185802
SAN LUIS;La Capital;El Charabon;0;--;--;--;--;--;--;--;--;--;74056070.0;-33,5760067;-66,16051798
SAN LUIS;La Capital;El Chorrillo;0;--;--;--;--;--;--;--;SI;SI;74056070.0;-33,2889484546354;-66,2580406259221
SAN LUIS;La Capital;Estancia Grande;0;--;--;--;--;--;--;--;--;--;74056070.0;-33,21809147;-66,17707132
SAN LUIS;La Capital;Juan W. Gez;0;--;--;--;--;--;--;--;--;--;74056070.0;-33,3909752127021;-66,1322831796652
SAN LUIS;La Capital;Las Barrancas;0;--;--;--;--;SI;SI;--;--;--;74056070.0;-33,6311225157713;-66,2841166130187
SAN LUIS;La Capital;Las Chacras;0;--;--;--;--;--;--;--;--;--;74056070.0;-33,2608224121538;-66,2381061398228
RIO NEGRO;General Roca;Barrio El Treinta;0;--;--;--;--;--;--;--;SI;SI;62042297.0;-38,8937119363148;-67,971068167392
RIO NEGRO;General Roca;Barrio Goretti;0;--;--;--;--;--;--;--;--;--;62042297.0;-38,9655980210737;-67,9509550220406
RIO NEGRO;General Roca;Barrio La Lor;0;--;--;--;--;--;--;--;SI;SI;62042297.0;-38,940397;-68,0307899442508
RIO NEGRO;General Roca;Barrio Norte (municipio de Cinco Saltos);0;--;--;--;--;--;--;--;--;--;62042280.0;-38,8680463297555;-68,0191261381801
RIO NEGRO;General Roca;Barrio Pino Azul;0;--;--;--;--;--;--;--;SI;SI;62042297.0;-39,055737401237;-67,5935301061017
RIO NEGRO;General Roca;Barrio Presidente Perón;0;--;--;--;--;--;--;--;--;--;62042297.0;-38,7961848310008;-68,0734334344623
RIO NEGRO;General Roca;Barrio Puente De Madera;0;--;--;--;--;--;--;--;--;--;62042297.0;-38,9589646944033;-67,9492414342193
RIO NEGRO;General Roca;Barrio Tres Luces;0;--;--;--;--;--;--;--;SI;SI;62042297.0;-38,9386794797604;-67,9440033559728
RIO NEGRO;General Roca;Peñas Blancas;0;--;--;--;--;SI;--;--;--;--;62042265.0;-37,6830439804041;-67,8688871212575
RIO NEGRO;General Roca;Tres Luces;0;--;--;--;--;--;--;--;--;--;62042297.0;-38,9655980210737;-67,9509550220406
RIO NEGRO;Pilcaniyeu;Paso Flores;0;--;--;--;--;SI;--;--;--;--;62070030.0;-40,6020855452361;-70,6965424592972
SAN JUAN;Chimbas;El Mogote;0;--;--;--;--;--;--;--;--;--;70042010.0;-31,4800263304441;-68,4821821646732
SAN JUAN;Chimbas;Villa Paula Albarracin;0;--;--;--;--;--;SI;--;SI;SI;70042010.0;-31,4936358990356;-68,5357082138994
SAN JUAN;Jáchal;El Fical;0;--;--;--;--;--;--;--;--;--;70056040.0;-30,2202750575676;-68,6909967597496
SAN JUAN;Jáchal;El Fiscal;0;--;--;--;--;--;--;--;--;--;70056040.0;-30,2202750575676;-68,6909967597496
SAN JUAN;Jáchal;La Falda;0;--;--;--;--;--;--;--;--;--;70056040.0;-30,1628729670379;-68,6652633159112
SALTA;Capital;El Tipal - La Almudena;0;--;--;--;--;SI;SI;--;SI;SI;66028010.0;-24,7589;-65,4719
SALTA;Cerrillos;Barrio El Congreso;0;--;--;--;SI;--;--;--;--;SI;66035030.0;-24,8774314408788;-65,478464215737
SALTA;Cerrillos;Barrio Las Tunas;0;--;--;--;SI;--;--;--;--;SI;66035030.0;-24,8581686105385;-65,3991341395925
SALTA;Cerrillos;Barrio Los Olmos;0;--;--;--;--;--;--;--;--;--;66035030.0;-24,8784306645047;-65,466289926351
SALTA;Cerrillos;Barrio Los Pinares;0;SI;--;--;SI;--;SI;--;--;--;66035030.0;-24,8581686105385;-65,3991341395925
SALTA;Grl. José de San Martín;Misión Tierras Fiscales;0;--;--;--;--;--;--;--;--;--;66056200.0;-23,2644560588445;-64,0052653883187
SAN JUAN;25 de Mayo;Campo Afuera;0;--;--;--;--;--;--;--;--;--;70126010.0;-31,4165329806484;-68,5316143378439
SAN JUAN;25 de Mayo;La Chimbera;0;--;--;--;--;--;--;--;--;--;70126010.0;-31,8505514541041;-68,309461754649
SAN JUAN;25 de Mayo;Villa Borjas;0;--;--;--;--;--;SI;--;--;--;70126010.0;-31,8100072529359;-68,3289623063813
SAN JUAN;Albardón;La Cañada;0;--;--;--;--;--;--;--;--;--;70007010.0;-31,4475643930837;-68,4817213288378
SAN JUAN;Albardón;Villa Ampacama;0;--;--;--;--;--;--;--;--;--;70007010.0;-31,3864085743851;-68,4572411115084
SAN JUAN;Albardón;Villa General San Martin;0;--;--;--;--;--;SI;--;--;--;70007010.0;-31,421071066377;-68,4907605706737
SAN JUAN;Angaco;Villa El Salvador;0;--;--;--;--;--;SI;--;SI;SI;70014010.0;-31,4454020414681;-68,417640160613
SAN JUAN;Calingasta;Barreal;0;--;--;--;--;--;--;--;SI;SI;70021020.0;-31,652328851699;-69,479673849861
SAN JUAN;Calingasta;Villa Pituil;0;--;--;--;--;--;--;--;--;--;70021020.0;-31,6528323304108;-69,4815385910816
SAN JUAN;Caucete;Las Talas;0;--;--;--;--;--;--;--;--;--;70035050.0;-31,6009569892315;-68,2979743657121
SAN JUAN;Caucete;Los Medanos;0;--;--;--;--;--;--;--;--;--;70035050.0;-31,6267504756331;-68,2618585178493
MENDOZA;San Martín;PALMIRA;0;--;--;--;SI;--;SI;--;SI;SI;50098090.0;-33,0499932818968;-68,5490896779466
MENDOZA;San Rafael;Barrio Echeverria;0;--;--;--;--;--;--;--;SI;SI;50105080.0;-34,6278079094528;-68,4330730738277
MENDOZA;San Rafael;Barrio Las Rosas;0;--;--;--;--;--;--;--;--;--;50105080.0;-34,6278079094528;-68,4330730738277
MENDOZA;San Rafael;Barrio Primavera;0;--;--;--;--;--;--;--;--;--;50105080.0;-34,6298100948936;-68,5105923910427
MENDOZA;San Rafael;Cuadro Nacional;0;--;--;--;--;--;--;--;SI;SI;50105080.0;-34,6175050676523;-68,2817525680486
MENDOZA;Tupungato;Villa Bastias;0;--;--;--;--;--;--;--;--;--;50126020.0;-33,3420986445545;-69,1487758488674
MISIONES;Cainguás;Dos de Mayo Núcleo II;0;--;--;--;--;--;--;--;--;--;54014030.0;-27,029119573606;-54,6647616030905
MISIONES;Cainguás;Nucleo I;0;--;--;--;--;--;--;--;--;--;54014055.0;-26,9808943053968;-54,7030774930753
MISIONES;Cainguás;Nucleo Ii;0;--;--;--;--;--;--;--;--;SI;54014055.0;-27,0234502899983;-54,6788256442778
MISIONES;Capital;Posadas (Extensión);0;--;--;--;--;--;--;--;SI;SI;54028040.0;-27,42640;-55,88140
MENDOZA;Luján de Cuyo;MAYOR DRUMMOND;0;--;--;--;SI;--;SI;--;SI;SI;50063060.0;-33,0038391611615;-68,8612966964436
MENDOZA;Luján de Cuyo;Piedras Blancas;0;--;--;--;--;--;--;--;--;--;50063050.0;-33,0198804741995;-69,3030036808918
MENDOZA;Luján de Cuyo;Valle Del Sol;0;--;--;--;--;--;--;--;--;--;50063050.0;-33,0174255607471;-69,2972914626044
MENDOZA;Luján de Cuyo;Villa El Refugio;0;--;--;--;--;--;--;--;--;--;50063050.0;-32,9975296309707;-69,317680250878
MENDOZA;Luján de Cuyo;VISTALBA;0;--;--;--;SI;--;SI;--;SI;SI;50063060.0;-33,0237918976098;-68,9247432402669
MENDOZA;Maipú;COQUIMBITO;0;--;--;--;SI;--;--;--;SI;SI;50070090.0;-32,9792545593489;-68,8089838444183
LA RIOJA;Arauco;Machigasta;0;--;--;--;--;--;--;--;SI;SI;46007040.0;-28,5410843774809;-66,8070296105313
LA RIOJA;Arauco;San Antonio;0;--;--;--;--;--;--;--;--;SI;46007040.0;-28,5553801376497;-66,8013856528183
LA RIOJA;Chilecito;Anguinan;0;--;--;--;--;--;--;--;--;--;46042030.0;-29,2060142258143;-67,4589845307511
LA RIOJA;Chilecito;La Puntilla;0;--;--;--;--;--;--;--;--;--;46042030.0;-29,1484698105368;-67,4191244361359
LA RIOJA;Chilecito;Los Sarmientos;0;--;--;--;--;--;--;--;--;SI;46042030.0;-29,1517467165263;-67,4826010369502
LA RIOJA;Chilecito;San Miguel;0;--;--;--;--;--;--;--;--;--;46042030.0;-29,184674818415;-67,4780826682806
MENDOZA;Guaymallén;BERMEJO;0;--;--;--;SI;--;--;--;SI;SI;50028030.0;-32,8674494392665;-68,8015983577909
MENDOZA;Guaymallén;BUENA NUEVA;0;--;--;--;SI;SI;--;--;SI;SI;50028030.0;-32,887610360379;-68,7797113648865
MENDOZA;Guaymallén;Capilla Del Rosario;0;--;--;--;SI;--;--;--;SI;SI;50028050.0;-32,9057059086968;-68,7753107154796
MENDOZA;Guaymallén;COLONIA SEGOVIA;0;--;--;--;--;--;--;--;SI;SI;50028020.0;-32,8445720739406;-68,7264015008637
MENDOZA;Guaymallén;DORREGO;0;--;--;--;SI;--;--;--;SI;SI;50028030.0;-32,9079284079055;-68,8402487586896
MENDOZA;Guaymallén;EL SAUCE;0;--;--;--;SI;--;--;--;SI;SI;50028030.0;-32,866493937014;-68,7583334039687
MENDOZA;Guaymallén;GENERAL BELGRANO;0;--;--;--;--;--;--;--;SI;SI;50028030.0;-32,8819026438146;-68,8087568548896
MENDOZA;Guaymallén;JESUS NAZARENO;0;--;--;--;SI;--;--;--;SI;SI;50028050.0;-32,9208013873904;-68,7868066982545
MENDOZA;Guaymallén;KILOMETRO 11 (GUAYMALLEN);0;--;--;--;--;--;--;--;--;--;50028020.0;-32,9207614727554;-68,7071185835279
MENDOZA;Guaymallén;LAS CAÑAS;0;--;--;--;SI;--;--;--;SI;SI;50028050.0;-32,9057702142765;-68,8263412149075
MENDOZA;Las Heras;Panquehua;0;--;--;--;SI;--;--;--;SI;SI;50049040.0;-32,8349236425418;-68,8451652007894
MENDOZA;Las Heras;Papagayos;0;--;--;--;--;SI;--;--;SI;SI;50049040.0;-32,8219;-68,8964
MENDOZA;Las Heras;Sierras De Encalada;0;--;--;--;--;--;--;--;SI;SI;50049040.0;-32,9869460291704;-68,9485091767272
MENDOZA;Lavalle;Barrio La Esperanza;0;--;--;--;--;--;--;--;--;--;50056040.0;-32,6735728612892;-68,3840802981371
MENDOZA;Luján de Cuyo;Barrio Adina I Y Ii;0;--;--;--;--;--;--;--;SI;SI;50063060.0;-33,0649388173829;-68,8877014932113
MENDOZA;Luján de Cuyo;CARRODILLA;0;--;--;--;SI;--;SI;--;SI;SI;50063060.0;-32,9776578285745;-68,8524394649607
MENDOZA;Luján de Cuyo;CHACRAS DE CORIA;0;--;--;--;SI;--;SI;--;SI;SI;50063060.0;-32,9899032062811;-68,8913679185275
MENDOZA;Luján de Cuyo;El Carmelo;0;--;--;--;--;--;--;--;--;--;50063050.0;-32,9551111218674;-69,281192394514
MENDOZA;Luján de Cuyo;La Puntilla;0;--;--;--;SI;--;SI;--;--;--;50063060.0;-32,9609713860174;-68,8723323876365
MENDOZA;Luján de Cuyo;Las Carditas;0;--;--;--;--;--;--;--;--;--;50063050.0;-32,9551111218674;-69,281192394514
MENDOZA;Luján de Cuyo;Los Manantiales;0;--;--;--;--;--;--;--;SI;SI;50063050.0;-32,8990128008468;-69,3340868979844
MENDOZA;Guaymallén;PEDRO MOLINA;0;--;--;--;SI;--;--;--;SI;SI;50028030.0;-32,8749826070419;-68,8287743942338
MENDOZA;Guaymallén;RODEO DE LA CRUZ;0;--;--;--;SI;SI;--;--;SI;SI;50028010.0;-32,9233876380597;-68,7484037679985
MENDOZA;Guaymallén;SAN FRANCISCO DEL MONTE;0;--;--;--;SI;--;--;--;SI;SI;50028050.0;-32,9176425793206;-68,8127477726945
MENDOZA;Guaymallén;San Jose;0;--;--;--;SI;--;--;--;SI;SI;50028030.0;-32,887910080091;-68,8336077167937
MENDOZA;Guaymallén;VILLA NUEVA;0;--;--;--;--;--;--;--;SI;SI;50028030.0;-32,9010420892697;-68,8031458310547
MENDOZA;Junín;ALTO VERDE;0;--;--;--;--;--;--;--;--;--;50035050.0;-33,15452764;-68,35591009
MENDOZA;Las Heras;El Algarrobal;0;--;--;--;SI;--;--;--;SI;SI;50049040.0;-32,8327487536079;-68,7957179005563
MENDOZA;Las Heras;El Borbollon;0;--;--;--;--;--;--;--;SI;SI;50049040.0;-32,8069208013923;-68,7772864976942
MENDOZA;Las Heras;EL CHALLAO;0;--;--;--;SI;--;--;--;--;--;50049040.0;-32,8187507127469;-68,9164320667614
MENDOZA;Las Heras;EL PLUMERILLO;0;--;--;--;SI;--;--;--;SI;SI;50049040.0;-32,8468358627701;-68,8191474531696
MENDOZA;Las Heras;EL RESGUARDO;0;--;--;--;SI;--;--;--;SI;--;50049040.0;-32,7650499892594;-68,7913047281368
MENDOZA;Las Heras;EL ZAPALLAR;0;--;--;--;SI;--;--;--;SI;SI;50049040.0;-32,8555537707294;-68,8280317752065
MENDOZA;Las Heras;La Cieneguita;0;--;--;--;--;--;--;--;SI;SI;50049040.0;-32,8444580470853;-68,8646206504362
NEUQUEN;Zapala;Covunco Centro;0;--;--;--;--;--;--;--;--;SI;58112030.0;-38,7532470280083;-70,0275921805241
MENDOZA;Maipú;GENERAL GUTIERREZ;0;--;--;--;SI;--;--;--;SI;SI;50070040.0;-32,9797721809011;-68,769429675373
MENDOZA;Maipú;LUZURIAGA;0;--;--;--;SI;--;--;--;SI;SI;50070090.0;-32,9500582112409;-68,8034450473205
MENDOZA;Malargüe;Bardas Blancas;0;--;--;--;--;--;--;SI;--;SI;50077010.0;-35,870882529299;-69,8066780720987
LA RIOJA;Coronel Felipe Varela;Santa Clara;0;--;--;--;--;--;--;--;--;--;46028010.0;-29,361377257847;-68,6264098036917
ENTRE RIOS;Paraná;Colonia Merou;0;--;--;--;--;--;--;--;--;--;30084110.0;-31,9005080706;-60,3016846563
ENTRE RIOS;Diamante;Strobel;0;--;SI;--;--;--;--;--;SI;SI;30021120.0;-32,0585362988015;-60,6108078415946
ENTRE RIOS;Federación;Colonia Ensanche Sauce;0;--;--;--;--;--;SI;--;--;SI;30028090.0;-30,8567132993029;-57,8648918069168
ENTRE RIOS;Federación;Colonia Santa María;0;--;--;--;--;--;SI;--;--;SI;30028040.0;-30,5993375212861;-58,1858011706289
JUJUY;Doctor Manuel Belgrano;San Pablo De Reyes;0;--;--;--;--;--;--;--;--;--;38021050.0;-24,1436588948106;-65,482919981479
JUJUY;El Carmen;Fleming;0;--;--;--;--;--;--;--;SI;SI;38014040.0;-24,587376342521;-64,924057792361
JUJUY;El Carmen;Pila Pardo;0;--;--;--;--;--;--;--;--;--;38014040.0;-24,5598827881681;-64,9141975517301
JUJUY;Yavi;San Jose;0;--;--;--;--;--;--;--;--;--;38112040.0;-22,1378271107898;-65,3097886156379
JUJUY;Tilcara;Yacoraite;0;--;--;--;--;--;--;--;--;--;38094040.0;-23,4023544678311;-65,3910451552268
ENTRE RIOS;Paraná;El Ramblón;0;--;--;--;--;--;SI;--;--;SI;30084095.0;-31,8480473768248;-60,0927487719843
